temperature_2m,relativehumidity_2m,cloudcover,windspeed_10m,shortwave_radiation,ts
17.6,75,58,7.9,0.0,2023-03-27 03:00:00
18.1,81,100,5.2,0.0,2023-03-27 04:00:00
18.6,81,60,8.5,0.0,2023-03-27 05:00:00
18.5,80,33,8.9,0.0,2023-03-27 06:00:00
17.9,83,39,7.8,0.0,2023-03-27 07:00:00
17.7,85,91,8.7,0.0,2023-03-27 08:00:00
17.4,83,20,8.9,0.0,2023-03-27 09:00:00
17.4,79,0,9.9,0.0,2023-03-27 10:00:00
18.2,77,0,12.9,58.0,2023-03-27 11:00:00
19.2,70,1,15.8,256.0,2023-03-27 12:00:00
19.7,69,2,18.0,466.0,2023-03-27 13:00:00
20.2,67,2,18.3,643.0,2023-03-27 14:00:00
20.9,64,0,17.5,770.0,2023-03-27 15:00:00
21.5,62,0,17.6,838.0,2023-03-27 16:00:00
22.0,60,0,18.0,838.0,2023-03-27 17:00:00
22.5,59,0,18.9,769.0,2023-03-27 18:00:00
22.9,59,0,19.0,637.0,2023-03-27 19:00:00
23.0,59,0,19.1,456.0,2023-03-27 20:00:00
22.6,59,0,19.6,246.0,2023-03-27 21:00:00
21.5,65,80,17.4,53.0,2023-03-27 22:00:00
21.3,68,100,19.1,0.0,2023-03-27 23:00:00
22.0,65,100,20.2,0.0,2023-03-28 00:00:00
22.2,64,100,22.7,0.0,2023-03-28 01:00:00
22.1,67,100,22.2,0.0,2023-03-28 02:00:00
21.9,71,98,19.8,0.0,2023-03-28 03:00:00
21.7,72,100,18.9,0.0,2023-03-28 04:00:00
21.5,72,35,18.0,0.0,2023-03-28 05:00:00
20.6,75,21,18.4,0.0,2023-03-28 06:00:00
20.0,77,2,15.0,0.0,2023-03-28 07:00:00
20.0,79,10,16.2,0.0,2023-03-28 08:00:00
20.4,77,32,19.1,0.0,2023-03-28 09:00:00
20.5,78,6,19.1,0.0,2023-03-28 10:00:00
21.0,78,10,21.3,51.0,2023-03-28 11:00:00
22.0,71,10,22.8,235.0,2023-03-28 12:00:00
22.8,67,0,24.9,434.0,2023-03-28 13:00:00
23.9,65,0,22.8,608.0,2023-03-28 14:00:00
25.0,61,0,22.9,733.0,2023-03-28 15:00:00
25.9,57,0,24.6,801.0,2023-03-28 16:00:00
26.5,55,0,23.9,806.0,2023-03-28 17:00:00
26.8,55,0,21.4,741.0,2023-03-28 18:00:00
26.8,56,0,20.9,614.0,2023-03-28 19:00:00
26.4,58,0,21.3,438.0,2023-03-28 20:00:00
25.4,65,0,20.6,234.0,2023-03-28 21:00:00
24.1,70,0,18.7,48.0,2023-03-28 22:00:00
23.7,70,0,18.8,0.0,2023-03-28 23:00:00
24.1,65,0,19.8,0.0,2023-03-29 00:00:00
23.9,63,0,23.2,0.0,2023-03-29 01:00:00
23.5,64,0,24.3,0.0,2023-03-29 02:00:00
23.0,68,0,24.2,0.0,2023-03-29 03:00:00
22.6,70,0,22.4,0.0,2023-03-29 04:00:00
22.2,70,0,19.1,0.0,2023-03-29 05:00:00
21.7,70,0,17.1,0.0,2023-03-29 06:00:00
21.5,70,0,18.1,0.0,2023-03-29 07:00:00
21.3,71,18,17.9,0.0,2023-03-29 08:00:00
21.1,72,16,15.6,0.0,2023-03-29 09:00:00
20.8,75,93,14.9,0.0,2023-03-29 10:00:00
21.0,76,100,19.0,33.0,2023-03-29 11:00:00
23.5,66,100,15.2,104.0,2023-03-29 12:00:00
21.9,77,100,13.1,275.0,2023-03-29 13:00:00
21.9,82,100,15.0,245.0,2023-03-29 14:00:00
21.4,88,100,6.6,149.0,2023-03-29 15:00:00
21.4,91,100,16.2,303.0,2023-03-29 16:00:00
21.7,87,83,18.5,407.0,2023-03-29 17:00:00
21.8,88,99,8.8,315.0,2023-03-29 18:00:00
21.9,89,100,9.9,212.0,2023-03-29 19:00:00
22.2,86,100,15.8,107.0,2023-03-29 20:00:00
21.7,85,100,15.3,70.0,2023-03-29 21:00:00
21.3,83,24,13.2,24.0,2023-03-29 22:00:00
20.8,84,99,10.8,0.0,2023-03-29 23:00:00
19.3,81,75,20.6,0.0,2023-03-30 00:00:00
18.7,88,100,22.4,0.0,2023-03-30 01:00:00
18.1,81,100,27.5,0.0,2023-03-30 02:00:00
17.5,76,82,28.0,0.0,2023-03-30 03:00:00
17.0,76,22,26.3,0.0,2023-03-30 04:00:00
16.2,74,4,24.2,0.0,2023-03-30 05:00:00
15.3,71,2,23.2,0.0,2023-03-30 06:00:00
14.8,69,6,20.5,0.0,2023-03-30 07:00:00
14.5,70,5,20.6,0.0,2023-03-30 08:00:00
14.2,73,23,20.1,0.0,2023-03-30 09:00:00
14.2,76,45,19.4,0.0,2023-03-30 10:00:00
14.8,77,18,19.1,44.0,2023-03-30 11:00:00
16.9,73,41,19.6,209.0,2023-03-30 12:00:00
18.7,72,97,19.5,316.0,2023-03-30 13:00:00
20.1,69,92,18.8,347.0,2023-03-30 14:00:00
21.7,63,100,22.4,561.0,2023-03-30 15:00:00
22.3,62,16,18.2,618.0,2023-03-30 16:00:00
22.5,62,48,19.6,723.0,2023-03-30 17:00:00
22.2,63,89,18.4,568.0,2023-03-30 18:00:00
21.6,67,39,17.0,399.0,2023-03-30 19:00:00
21.2,70,100,17.1,309.0,2023-03-30 20:00:00
20.8,73,100,17.4,99.0,2023-03-30 21:00:00
20.4,77,100,19.2,16.0,2023-03-30 22:00:00
20.4,79,100,20.7,0.0,2023-03-30 23:00:00
20.5,79,100,14.5,0.0,2023-03-31 00:00:00
20.8,81,100,11.3,0.0,2023-03-31 01:00:00
21.0,82,100,6.6,0.0,2023-03-31 02:00:00
20.6,85,94,3.4,0.0,2023-03-31 03:00:00
20.0,85,16,4.0,0.0,2023-03-31 04:00:00
18.5,85,36,13.2,0.0,2023-03-31 05:00:00
17.7,85,7,12.4,0.0,2023-03-31 06:00:00
17.3,86,24,11.4,0.0,2023-03-31 07:00:00
17.0,87,91,10.5,0.0,2023-03-31 08:00:00
17.2,85,100,12.3,0.0,2023-03-31 09:00:00
17.7,82,74,16.4,0.0,2023-03-31 10:00:00
17.9,80,4,18.3,35.0,2023-03-31 11:00:00
19.2,81,0,17.1,224.0,2023-03-31 12:00:00
19.4,64,18,32.8,432.0,2023-03-31 13:00:00
19.1,57,0,31.3,604.0,2023-03-31 14:00:00
19.4,46,0,32.2,736.0,2023-03-31 15:00:00
19.9,34,0,30.3,806.0,2023-03-31 16:00:00
20.0,37,0,29.5,815.0,2023-03-31 17:00:00
20.4,39,0,30.3,744.0,2023-03-31 18:00:00
19.9,42,1,30.7,609.0,2023-03-31 19:00:00
19.5,40,1,30.0,430.0,2023-03-31 20:00:00
18.7,41,1,28.1,224.0,2023-03-31 21:00:00
16.8,46,15,24.3,40.0,2023-03-31 22:00:00
15.8,49,0,19.5,0.0,2023-03-31 23:00:00
15.1,49,0,19.9,0.0,2023-04-01 00:00:00
14.1,50,0,19.0,0.0,2023-04-01 01:00:00
13.3,51,0,17.9,0.0,2023-04-01 02:00:00
12.5,53,0,17.4,0.0,2023-04-01 03:00:00
11.9,58,0,16.3,0.0,2023-04-01 04:00:00
11.2,63,0,13.4,0.0,2023-04-01 05:00:00
10.7,66,0,12.8,0.0,2023-04-01 06:00:00
10.3,68,0,13.3,0.0,2023-04-01 07:00:00
10.0,70,0,13.9,0.0,2023-04-01 08:00:00
9.7,72,0,13.2,0.0,2023-04-01 09:00:00
9.5,74,0,12.5,0.0,2023-04-01 10:00:00
10.2,74,0,13.2,49.0,2023-04-01 11:00:00
12.7,71,0,11.2,240.0,2023-04-01 12:00:00
14.9,67,4,10.0,447.0,2023-04-01 13:00:00
16.2,64,35,3.8,624.0,2023-04-01 14:00:00
16.9,65,19,5.5,745.0,2023-04-01 15:00:00
17.3,65,16,7.3,812.0,2023-04-01 16:00:00
17.8,62,35,8.5,811.0,2023-04-01 17:00:00
18.1,59,10,10.2,740.0,2023-04-01 18:00:00
18.0,61,12,10.4,613.0,2023-04-01 19:00:00
17.9,65,0,10.6,433.0,2023-04-01 20:00:00
17.8,66,17,10.8,224.0,2023-04-01 21:00:00
16.9,73,0,7.6,38.0,2023-04-01 22:00:00
16.8,78,6,9.3,0.0,2023-04-01 23:00:00
17.4,77,1,12.3,0.0,2023-04-02 00:00:00
17.7,79,98,10.3,0.0,2023-04-02 01:00:00
17.9,80,100,10.4,0.0,2023-04-02 02:00:00
18.2,79,43,13.2,0.0,2023-04-02 03:00:00
17.8,83,5,12.0,0.0,2023-04-02 04:00:00
17.4,84,21,12.6,0.0,2023-04-02 05:00:00
16.9,85,71,12.9,0.0,2023-04-02 06:00:00
17.0,80,100,13.7,0.0,2023-04-02 07:00:00
17.3,77,100,13.7,0.0,2023-04-02 08:00:00
17.4,76,56,14.6,0.0,2023-04-02 09:00:00
17.4,77,100,13.6,0.0,2023-04-02 10:00:00
17.5,77,78,14.0,26.0,2023-04-02 11:00:00
18.7,70,72,16.7,84.0,2023-04-02 12:00:00
18.8,69,100,11.6,88.0,2023-04-02 13:00:00
19.2,68,100,10.9,125.0,2023-04-02 14:00:00
19.8,66,100,13.2,194.0,2023-04-02 15:00:00
20.6,62,100,13.2,292.0,2023-04-02 16:00:00
20.8,55,99,17.7,351.0,2023-04-02 17:00:00
18.6,56,100,9.2,350.0,2023-04-02 18:00:00
18.2,55,100,4.8,146.0,2023-04-02 19:00:00
17.1,72,100,6.9,135.0,2023-04-02 20:00:00
15.5,69,99,9.7,25.0,2023-04-02 21:00:00
15.2,69,100,7.4,11.0,2023-04-02 22:00:00
14.3,77,62,15.4,0.0,2023-04-02 23:00:00
18.9,79,69,11.2,0.0,2023-04-03 00:00:00
19.6,79,80,17.3,0.0,2023-04-03 01:00:00
19.7,77,100,11.0,0.0,2023-04-03 02:00:00
18.8,82,96,4.1,0.0,2023-04-03 03:00:00
17.6,90,100,8.2,0.0,2023-04-03 04:00:00
16.8,92,100,11.1,0.0,2023-04-03 05:00:00
17.1,92,100,9.7,0.0,2023-04-03 06:00:00
17.1,94,100,13.0,0.0,2023-04-03 07:00:00
17.4,86,100,16.4,0.0,2023-04-03 08:00:00
17.6,78,100,14.7,0.0,2023-04-03 09:00:00
18.2,80,100,16.8,0.0,2023-04-03 10:00:00
18.9,85,100,16.3,17.0,2023-04-03 11:00:00
17.7,92,64,13.6,107.0,2023-04-03 12:00:00
18.4,87,100,18.7,163.0,2023-04-03 13:00:00
19.6,80,100,16.1,372.0,2023-04-03 14:00:00
20.0,78,100,17.6,269.0,2023-04-03 15:00:00
20.8,74,100,16.1,326.0,2023-04-03 16:00:00
20.9,73,100,10.4,268.0,2023-04-03 17:00:00
20.8,76,100,6.2,249.0,2023-04-03 18:00:00
20.5,78,100,5.6,149.0,2023-04-03 19:00:00
20.6,77,100,7.9,150.0,2023-04-03 20:00:00
20.2,79,100,9.2,53.0,2023-04-03 21:00:00
19.5,83,100,9.0,15.0,2023-04-03 22:00:00
19.1,85,100,8.2,0.0,2023-04-03 23:00:00
19.8,86,100,5.2,0.0,2023-04-04 00:00:00
19.6,87,100,4.1,0.0,2023-04-04 01:00:00
19.4,89,100,4.3,0.0,2023-04-04 02:00:00
19.0,91,98,5.5,0.0,2023-04-04 03:00:00
18.5,93,23,6.4,0.0,2023-04-04 04:00:00
17.9,94,4,7.6,0.0,2023-04-04 05:00:00
17.3,94,3,7.0,0.0,2023-04-04 06:00:00
17.0,94,4,8.3,0.0,2023-04-04 07:00:00
16.8,93,7,9.9,0.0,2023-04-04 08:00:00
16.5,92,25,11.2,0.0,2023-04-04 09:00:00
16.1,92,54,11.3,0.0,2023-04-04 10:00:00
16.2,91,85,13.0,40.0,2023-04-04 11:00:00
17.1,92,46,12.3,187.0,2023-04-04 12:00:00
19.0,84,91,16.8,310.0,2023-04-04 13:00:00
19.8,80,100,17.4,397.0,2023-04-04 14:00:00
20.1,79,100,16.6,399.0,2023-04-04 15:00:00
21.0,74,90,18.6,481.0,2023-04-04 16:00:00
21.6,72,100,16.8,565.0,2023-04-04 17:00:00
22.1,69,67,15.7,474.0,2023-04-04 18:00:00
21.2,75,49,19.5,440.0,2023-04-04 19:00:00
20.5,80,38,19.1,293.0,2023-04-04 20:00:00
19.9,82,92,20.6,182.0,2023-04-04 21:00:00
19.1,83,42,19.8,25.0,2023-04-04 22:00:00
18.8,86,30,21.5,0.0,2023-04-04 23:00:00
18.6,86,23,20.9,0.0,2023-04-05 00:00:00
18.6,86,44,20.9,0.0,2023-04-05 01:00:00
18.6,85,43,19.5,0.0,2023-04-05 02:00:00
18.8,84,33,18.9,0.0,2023-04-05 03:00:00
18.8,84,27,17.6,0.0,2023-04-05 04:00:00
18.9,83,19,18.3,0.0,2023-04-05 05:00:00
18.7,81,15,18.5,0.0,2023-04-05 06:00:00
18.6,80,62,18.3,0.0,2023-04-05 07:00:00
18.3,83,98,17.7,0.0,2023-04-05 08:00:00
18.1,86,99,17.8,0.0,2023-04-05 09:00:00
18.1,87,100,18.0,0.0,2023-04-05 10:00:00
18.4,86,83,19.6,35.0,2023-04-05 11:00:00
19.5,83,49,15.5,200.0,2023-04-05 12:00:00
19.7,82,89,15.9,334.0,2023-04-05 13:00:00
20.1,80,95,15.7,459.0,2023-04-05 14:00:00
20.6,78,46,14.4,599.0,2023-04-05 15:00:00
21.3,77,17,16.1,728.0,2023-04-05 16:00:00
21.6,77,12,20.3,762.0,2023-04-05 17:00:00
21.7,75,16,20.8,643.0,2023-04-05 18:00:00
21.8,73,10,20.6,525.0,2023-04-05 19:00:00
21.7,72,4,20.9,373.0,2023-04-05 20:00:00
20.9,80,12,20.9,187.0,2023-04-05 21:00:00
20.1,82,17,21.0,25.0,2023-04-05 22:00:00
20.0,84,24,22.8,0.0,2023-04-05 23:00:00
20.0,83,34,25.4,0.0,2023-04-06 00:00:00
20.1,84,19,24.9,0.0,2023-04-06 01:00:00
20.1,86,1,22.3,0.0,2023-04-06 02:00:00
19.8,87,0,24.4,0.0,2023-04-06 03:00:00
19.4,82,0,25.1,0.0,2023-04-06 04:00:00
19.0,84,0,22.6,0.0,2023-04-06 05:00:00
18.8,86,4,21.4,0.0,2023-04-06 06:00:00
18.5,87,7,19.2,0.0,2023-04-06 07:00:00
18.3,88,0,18.8,0.0,2023-04-06 08:00:00
18.1,88,0,18.0,0.0,2023-04-06 09:00:00
17.9,89,0,17.2,0.0,2023-04-06 10:00:00
18.2,88,0,19.2,37.0,2023-04-06 11:00:00
19.7,77,9,19.1,209.0,2023-04-06 12:00:00
20.2,75,14,17.9,404.0,2023-04-06 13:00:00
20.7,72,20,16.3,558.0,2023-04-06 14:00:00
21.3,71,9,16.1,661.0,2023-04-06 15:00:00
21.8,70,0,17.7,727.0,2023-04-06 16:00:00
22.0,69,0,18.7,744.0,2023-04-06 17:00:00
22.3,67,2,19.4,682.0,2023-04-06 18:00:00
21.8,67,6,22.8,549.0,2023-04-06 19:00:00
21.5,67,40,25.0,377.0,2023-04-06 20:00:00
20.7,68,100,23.8,181.0,2023-04-06 21:00:00
20.0,73,98,22.7,22.0,2023-04-06 22:00:00
19.7,74,100,23.6,0.0,2023-04-06 23:00:00
19.5,75,100,22.3,0.0,2023-04-07 00:00:00
19.7,80,100,20.2,0.0,2023-04-07 01:00:00
19.7,83,100,16.7,0.0,2023-04-07 02:00:00
19.8,83,97,13.8,0.0,2023-04-07 03:00:00
19.5,83,73,14.0,0.0,2023-04-07 04:00:00
19.1,79,100,17.3,0.0,2023-04-07 05:00:00
18.8,79,98,16.6,0.0,2023-04-07 06:00:00
18.6,82,38,13.6,0.0,2023-04-07 07:00:00
18.3,85,5,11.3,0.0,2023-04-07 08:00:00
18.0,86,11,9.8,0.0,2023-04-07 09:00:00
17.9,86,0,9.1,0.0,2023-04-07 10:00:00
18.5,85,1,11.6,36.0,2023-04-07 11:00:00
19.7,79,0,10.6,207.0,2023-04-07 12:00:00
20.3,78,17,9.1,401.0,2023-04-07 13:00:00
20.7,78,88,9.2,565.0,2023-04-07 14:00:00
21.0,77,83,9.9,619.0,2023-04-07 15:00:00
21.2,76,16,10.4,634.0,2023-04-07 16:00:00
21.5,73,15,11.0,684.0,2023-04-07 17:00:00
21.5,73,14,11.7,622.0,2023-04-07 18:00:00
21.5,71,7,12.3,514.0,2023-04-07 19:00:00
21.4,68,1,11.8,374.0,2023-04-07 20:00:00
20.8,71,0,12.7,179.0,2023-04-07 21:00:00
19.7,77,0,10.8,22.0,2023-04-07 22:00:00
19.4,80,0,12.9,0.0,2023-04-07 23:00:00
19.2,83,0,14.4,0.0,2023-04-08 00:00:00
19.5,81,0,15.5,0.0,2023-04-08 01:00:00
19.7,77,0,15.9,0.0,2023-04-08 02:00:00
19.6,76,0,17.3,0.0,2023-04-08 03:00:00
19.2,77,0,15.6,0.0,2023-04-08 04:00:00
18.6,82,0,12.9,0.0,2023-04-08 05:00:00
18.1,85,0,10.3,0.0,2023-04-08 06:00:00
17.9,87,0,9.2,0.0,2023-04-08 07:00:00
17.8,88,0,8.7,0.0,2023-04-08 08:00:00
17.8,87,2,7.9,0.0,2023-04-08 09:00:00
17.5,88,0,6.5,0.0,2023-04-08 10:00:00
18.2,89,0,8.0,35.0,2023-04-08 11:00:00
19.4,81,0,10.3,205.0,2023-04-08 12:00:00
20.2,76,25,10.5,391.0,2023-04-08 13:00:00
21.0,72,1,11.2,549.0,2023-04-08 14:00:00
21.9,68,0,11.5,685.0,2023-04-08 15:00:00
22.5,64,0,12.4,748.0,2023-04-08 16:00:00
23.0,55,0,11.2,728.0,2023-04-08 17:00:00
23.1,48,0,10.0,659.0,2023-04-08 18:00:00
23.1,47,0,7.9,547.0,2023-04-08 19:00:00
22.7,49,7,6.8,379.0,2023-04-08 20:00:00
21.6,60,5,6.2,179.0,2023-04-08 21:00:00
20.0,65,0,8.0,21.0,2023-04-08 22:00:00
19.8,65,0,9.4,0.0,2023-04-08 23:00:00
19.9,68,0,12.1,0.0,2023-04-09 00:00:00
19.8,71,0,13.8,0.0,2023-04-09 01:00:00
19.6,81,0,12.7,0.0,2023-04-09 02:00:00
19.4,87,0,10.9,0.0,2023-04-09 03:00:00
19.2,85,0,8.7,0.0,2023-04-09 04:00:00
19.5,79,0,11.9,0.0,2023-04-09 05:00:00
19.2,81,0,11.2,0.0,2023-04-09 06:00:00
18.6,82,0,9.6,0.0,2023-04-09 07:00:00
18.1,83,0,8.9,0.0,2023-04-09 08:00:00
17.8,84,0,8.7,0.0,2023-04-09 09:00:00
17.8,85,0,9.2,0.0,2023-04-09 10:00:00
18.2,86,0,11.8,34.0,2023-04-09 11:00:00
19.5,80,0,16.0,207.0,2023-04-09 12:00:00
20.5,76,0,16.2,400.0,2023-04-09 13:00:00
21.5,73,0,15.9,569.0,2023-04-09 14:00:00
22.6,69,0,16.2,689.0,2023-04-09 15:00:00
23.5,66,0,16.6,749.0,2023-04-09 16:00:00
24.4,57,0,15.2,742.0,2023-04-09 17:00:00
24.9,53,0,13.7,671.0,2023-04-09 18:00:00
24.9,52,0,14.0,543.0,2023-04-09 19:00:00
24.4,54,0,13.8,370.0,2023-04-09 20:00:00
23.1,70,0,13.6,173.0,2023-04-09 21:00:00
21.9,76,0,13.4,19.0,2023-04-09 22:00:00
21.7,76,0,15.5,0.0,2023-04-09 23:00:00
21.6,70,0,13.2,0.0,2023-04-10 00:00:00
21.5,70,0,13.7,0.0,2023-04-10 01:00:00
21.4,70,0,14.5,0.0,2023-04-10 02:00:00
20.7,75,0,10.4,0.0,2023-04-10 03:00:00
20.0,79,0,8.9,0.0,2023-04-10 04:00:00
19.3,80,0,7.9,0.0,2023-04-10 05:00:00
18.6,82,0,7.1,0.0,2023-04-10 06:00:00
17.7,85,0,6.3,0.0,2023-04-10 07:00:00
16.5,89,0,7.2,0.0,2023-04-10 08:00:00
15.9,91,5,6.8,0.0,2023-04-10 09:00:00
15.5,92,64,6.5,0.0,2023-04-10 10:00:00
16.8,87,45,4.0,32.0,2023-04-10 11:00:00
18.9,83,0,5.4,190.0,2023-04-10 12:00:00
21.7,74,22,11.3,372.0,2023-04-10 13:00:00
23.2,65,17,7.0,535.0,2023-04-10 14:00:00
24.2,63,100,4.0,661.0,2023-04-10 15:00:00
24.5,65,100,6.9,694.0,2023-04-10 16:00:00
24.3,67,100,10.1,644.0,2023-04-10 17:00:00
23.9,66,100,12.0,547.0,2023-04-10 18:00:00
23.8,63,95,10.2,442.0,2023-04-10 19:00:00
23.3,65,10,12.6,284.0,2023-04-10 20:00:00
21.5,79,10,19.1,153.0,2023-04-10 21:00:00
20.6,88,3,21.4,17.0,2023-04-10 22:00:00
20.1,90,0,21.4,0.0,2023-04-10 23:00:00
19.7,92,2,19.6,0.0,2023-04-11 00:00:00
20.0,91,4,19.2,0.0,2023-04-11 01:00:00
20.0,90,5,17.3,0.0,2023-04-11 02:00:00
19.9,91,3,15.9,0.0,2023-04-11 03:00:00
19.8,93,22,13.1,0.0,2023-04-11 04:00:00
19.6,91,38,9.9,0.0,2023-04-11 05:00:00
19.3,90,45,7.4,0.0,2023-04-11 06:00:00
19.2,90,37,6.9,0.0,2023-04-11 07:00:00
19.5,88,26,8.3,0.0,2023-04-11 08:00:00
19.7,86,73,11.7,0.0,2023-04-11 09:00:00
19.5,86,77,11.3,0.0,2023-04-11 10:00:00
19.6,86,90,11.6,30.0,2023-04-11 11:00:00
21.3,77,68,14.8,185.0,2023-04-11 12:00:00
22.2,73,58,15.6,387.0,2023-04-11 13:00:00
23.2,70,100,16.3,540.0,2023-04-11 14:00:00
24.4,66,86,16.2,628.0,2023-04-11 15:00:00
